datetime,ac_power,dc_power,ambient_temp,module_temp,irradiation,irradiation_wm2,sw radiation,temp 2m,cloud cover
2020-05-16 02:00:00,0.0,0.0,21.594316733333333,19.80222738333333,0.0,0.0,0.0,27.8,6
2020-05-16 03:00:00,0.0,0.0,21.707953366666665,20.25878603333333,0.0,0.0,0.0,27.6,6
2020-05-16 04:00:00,0.0,0.0,21.92854975595238,20.762247840476192,0.0,0.0,0.0,27.4,3
2020-05-16 05:00:00,0.0,0.0,21.9089015,20.61456405,3.679236605e-05,0.03679236605,10.0,27.6,1
2020-05-16 06:00:00,1187.89999997275,12243.7946423825,21.977285575,21.018062401190477,0.0396560769613094,39.656076961309395,119.0,28.6,2
2020-05-16 07:00:00,5082.67142855,51823.142857,22.867214584523808,25.23972486785714,0.166228437595238,166.228437595238,307.0,29.8,2
2020-05-16 08:00:00,11535.70089285,117655.1383935,24.810612966666664,34.82467651666667,0.3835834596666667,383.58345966666667,506.0,31.1,1
2020-05-16 09:00:00,13702.236607175,139872.272321,26.480266933333333,39.938825566666665,0.4604658103333333,460.4658103333333,683.0,32.5,1
2020-05-16 10:00:00,17335.01562495,177144.178573,28.15197038809524,47.41450148333333,0.552785017345238,552.785017345238,814.0,33.7,0
2020-05-16 11:00:00,17061.490624949998,174324.15625125,29.51412865,47.71051726666666,0.5584641586666665,558.4641586666665,885.0,34.6,0
2020-05-16 12:00:00,20465.747767475,209359.486607,30.643568545238097,50.86235429761904,0.6954473704761904,695.4473704761905,888.0,35.2,1
2020-05-16 13:00:00,18734.008036,191531.34821575,31.490084383333333,50.48822185,0.6139163518333333,613.9163518333332,825.0,35.3,3
2020-05-16 14:00:00,15922.526785675,162633.84375075,32.0017147202381,47.24071738690476,0.5202818691071428,520.2818691071428,697.0,34.9,3
2020-05-16 15:00:00,11875.821428625,121146.90625025,32.34811151666666,43.64881953333333,0.3836832741666666,383.6832741666666,524.0,34.1,26
2020-05-16 16:00:00,5959.491071425,60720.352679,31.945855309523807,36.14177540119047,0.1863190570595237,186.31905705952371,295.0,33.0,19
2020-05-16 17:00:00,2952.0566964275,30230.60714335,31.40916235,32.052246016666665,0.0932087213833333,93.2087213833333,125.0,31.6,40
2020-05-16 18:00:00,275.2883928625,2849.151785625,29.37973935,26.67844488333333,0.0088461485549766,8.8461485549766,12.0,30.6,31
2020-05-16 19:00:00,0.0,0.0,27.773843579761905,25.173710835714285,0.0,0.0,0.0,29.7,7
2020-05-16 20:00:00,0.0,0.0,26.60975254761905,24.006616385714285,0.0,0.0,0.0,29.1,6
2020-05-16 21:00:00,0.0,0.0,25.508788466666665,22.83895318333333,0.0,0.0,0.0,28.7,8
2020-05-16 22:00:00,0.0,0.0,24.74963269761905,22.099702804761904,0.0,0.0,0.0,28.5,3
2020-05-16 23:00:00,0.0,0.0,24.37039028333333,22.0790273,0.0,0.0,0.0,28.3,3
2020-05-17 00:00:00,0.0,0.0,24.0033637,21.570909944047617,0.0,0.0,0.0,28.1,2
2020-05-17 01:00:00,0.0,0.0,23.773983484375,21.613145309375,0.0,0.0,0.0,27.9,2
2020-05-17 02:00:00,0.0,0.0,23.40926451547619,21.333184027380955,0.0,0.0,0.0,27.8,4
2020-05-17 03:00:00,0.0,0.0,23.106247950000004,21.16272228333333,0.0,0.0,0.0,27.6,1
2020-05-17 04:00:00,0.0,0.0,22.825052916666667,20.96766458333333,0.0,0.0,0.0,27.4,0
2020-05-17 05:00:00,0.0,0.0,22.56940003452381,21.014346436904763,8.33637205e-05,0.0833637205,11.0,27.7,0
2020-05-17 06:00:00,777.219642865,8020.19196425,22.78054205,21.898464,0.0298049556383333,29.8049556383333,115.0,29.0,51
2020-05-17 07:00:00,5937.74821435,60543.3660715,23.785956519047616,27.036007041666664,0.2119541748523808,211.9541748523808,293.0,30.3,60
2020-05-17 08:00:00,12564.4558036,128218.37499975,25.97143091666667,39.30826661666667,0.4352599149999999,435.25991499999986,489.0,31.7,59
2020-05-17 09:00:00,17692.66473235,180816.81696525,28.375963504761906,47.53485876190476,0.6042784054880952,604.2784054880952,685.0,33.1,60
2020-05-17 10:00:00,22159.221429125,226837.57142975,30.33595685,51.79666196666666,0.7530183226666667,753.0183226666667,816.0,34.4,0
2020-05-17 11:00:00,25013.164582875,256402.053569,31.88541513452381,60.1113761095238,0.9144147961666668,914.4147961666667,887.0,35.2,0
2020-05-17 12:00:00,20181.87008905,206562.37946475,33.05976041666667,56.0419613,0.7314588040000001,731.4588040000001,890.0,35.8,34
2020-05-17 13:00:00,16702.277678325,170837.45982125,33.680019560714285,50.87901851904762,0.5605612115714285,560.5612115714284,822.0,36.1,65
2020-05-17 14:00:00,15158.1178571,154940.383927,34.24005043333334,48.93140163333333,0.5259670066666666,525.9670066666666,692.0,36.3,44
2020-05-17 15:00:00,15370.11026785,157003.941963,34.98917440952381,49.21295312023809,0.5185228104285714,518.5228104285713,524.0,35.7,51
2020-05-17 16:00:00,10250.1885417,104515.54315525,31.174709830952377,38.86334765595238,0.3352452847619047,335.24528476190466,259.0,34.0,13
2020-05-17 17:00:00,3198.65133921,32734.812500625,27.844508734523806,30.243215540476196,0.103567874745238,103.567874745238,123.0,31.5,4
2020-05-17 18:00:00,238.1571428575,2465.74107145,26.157002700000003,25.36307478333333,0.0087076140506449,8.707614050644901,16.0,30.3,19
2020-05-17 19:00:00,0.0,0.0,25.89215509285714,24.07597265119048,0.0,0.0,0.0,29.5,39
2020-05-17 20:00:00,0.0,0.0,25.4372325,24.01870325,0.0,0.0,0.0,28.7,46
2020-05-17 21:00:00,0.0,0.0,22.672175189285717,21.616323048809523,0.0,0.0,0.0,28.0,29
2020-05-17 22:00:00,0.0,0.0,21.28217118333333,20.5714665,0.0,0.0,0.0,27.6,20
2020-05-17 23:00:00,0.0,0.0,21.22990938809524,20.605397145238094,0.0,0.0,0.0,27.2,23
2020-05-18 00:00:00,0.0,0.0,21.119113166666665,20.534996016666668,0.0,0.0,0.0,26.8,1
2020-05-18 01:00:00,0.0,0.0,21.0178263,20.409069783333333,0.0,0.0,0.0,26.5,0
2020-05-18 02:00:00,0.0,0.0,21.079607952380957,20.26032808333333,0.0,0.0,0.0,26.2,0
2020-05-18 03:00:00,0.0,0.0,21.342248533333333,20.76537223333333,0.0,0.0,0.0,26.0,0
2020-05-18 04:00:00,0.0,0.0,21.161303357142856,20.12031880119048,0.0,0.0,0.0,25.7,68
2020-05-18 05:00:00,0.0,0.0,21.14692245,19.957759616666667,0.0001299914158333,0.1299914158333,11.0,26.4,98
2020-05-18 06:00:00,1253.02946431975,12914.10714305,21.505703271428573,21.206793042857143,0.042866835285238,42.866835285238,119.0,27.7,98
2020-05-18 07:00:00,5165.076785775,52668.316964000005,22.459750416666665,26.47023108333333,0.1671146309999999,167.1146309999999,300.0,29.2,95
2020-05-18 08:00:00,3438.975892875,35185.27232075,23.406023175,26.89941153333333,0.1038600853940475,103.86008539404749,479.0,30.6,74
2020-05-18 09:00:00,3503.555803525,35815.709821,23.757182816666663,27.298904366666665,0.1053797832166666,105.37978321666661,668.0,32.0,40
2020-05-18 10:00:00,6910.933928575,70465.79017825,24.01112490595238,28.96312941547619,0.2095848742666666,209.58487426666662,820.0,33.4,1
2020-05-18 11:00:00,13432.91875005,137114.0401795,25.126056416666664,38.40726119999999,0.4215008801666666,421.5008801666666,893.0,34.3,7
2020-05-18 12:00:00,17865.010267849997,182556.72321425,26.44752098333333,44.38732865,0.577475432,577.475432,897.0,34.8,6
2020-05-18 13:00:00,22601.800892875,231447.5044655,27.34382042023809,47.82486024404762,0.7671310242380952,767.1310242380952,835.0,35.1,4
2020-05-18 14:00:00,14792.533482025,151118.61606975,27.6732732,43.68171495,0.4899583429999999,489.9583429999999,707.0,35.0,44
2020-05-18 15:00:00,16316.691964325,166665.67857125,27.47513278809524,42.91224397857143,0.531226582,531.2265819999999,537.0,34.7,68
2020-05-18 16:00:00,9050.29107145,92227.2142855,27.3956609,36.44824796666666,0.2915399288333333,291.5399288333333,336.0,34.0,52
2020-05-18 17:00:00,3096.951339275,31702.4508924,26.212608055952384,28.593954072619045,0.097198975470238,97.198975470238,141.0,31.6,92
2020-05-18 18:00:00,314.65758928500003,3255.7098214,24.89978798333333,24.19980928333333,0.0116539050678499,11.6539050678499,16.0,30.2,100
2020-05-18 19:00:00,0.0,0.0,24.479608666666664,23.07689513333333,0.0,0.0,0.0,29.7,100
2020-05-18 20:00:00,0.0,0.0,24.11428349166667,22.052794784523805,0.0,0.0,0.0,29.2,100
2020-05-18 21:00:00,0.0,0.0,23.57697143333333,21.43699545,0.0,0.0,0.0,28.8,100
2020-05-18 22:00:00,0.0,0.0,22.91703935238095,20.783325619047616,0.0,0.0,0.0,28.3,100
2020-05-18 23:00:00,0.0,0.0,22.7539302,20.8525065,0.0,0.0,0.0,28.0,99
2020-05-19 00:00:00,0.0,0.0,22.569811802380947,20.528161026190475,0.0,0.0,0.0,27.7,100
2020-05-19 01:00:00,0.0,0.0,22.628986116666667,20.65906688333333,0.0,0.0,0.0,27.5,100
2020-05-19 02:00:00,0.0,0.0,22.84524666309524,20.79563029642857,0.0,0.0,0.0,27.1,100
2020-05-19 03:00:00,0.0,0.0,23.018200716666662,20.81359565,0.0,0.0,0.0,26.8,100
2020-05-19 04:00:00,0.0,0.0,23.190629279761904,20.87247735357143,0.0,0.0,0.0,26.8,100
2020-05-19 05:00:00,0.0,0.0,23.25859425,21.1526632,7.957945421665e-05,0.07957945421665,3.0,27.7,100
2020-05-19 06:00:00,530.88125000625,5473.937499955,23.41022438690476,22.44525894047619,0.0183532974816666,18.3532974816666,74.0,28.7,100
2020-05-19 07:00:00,5957.144196475,60717.258929,24.59851998333333,28.17446443333333,0.1958224254166666,195.82242541666662,118.0,29.4,99
2020-05-19 08:00:00,6887.954910725,70196.040179,25.44372534880952,32.419492394047616,0.2241517360880952,224.1517360880952,317.0,30.6,100
2020-05-19 09:00:00,14587.594642825,148969.14285675,26.864864566666668,42.09147131666666,0.4959170546666666,495.91705466666656,242.0,30.8,100
2020-05-19 10:00:00,15944.082589275,162951.29464325,27.75621028333333,43.61470402619047,0.5493137353452381,549.3137353452381,582.0,32.4,100
2020-05-19 11:00:00,15517.661706166667,158632.928573,28.25326722777778,45.47486493055556,0.5319547189999999,531.954719,262.0,31.7,100
2020-05-19 12:00:00,22905.2583333,234472.6666665,29.79805053333333,50.2430749,0.787080141,787.080141,260.0,31.3,100
2020-05-19 13:00:00,18939.955803625,193630.392862,29.900670966666667,48.4894446,0.6253125728333334,625.3125728333334,202.0,30.8,100
2020-05-19 14:00:00,20651.58035695,211182.11606875,30.17277315595238,49.776135800000006,0.6901497009404761,690.1497009404761,417.0,31.5,100
2020-05-19 15:00:00,13673.59910715,139575.25000025,29.950729866666663,42.92621055,0.4474687416666666,447.46874166666663,215.0,30.8,100
2020-05-19 16:00:00,10035.907142875,102334.9419635,29.67801833452381,39.509916108333336,0.3611488084523809,361.1488084523809,100.0,30.2,100
2020-05-19 17:00:00,2762.6129464225,28242.808035875,28.36381425,31.20082445,0.1105116368666666,110.51163686666659,46.0,27.0,100
2020-05-19 18:00:00,0.4343749999999999,4.5,23.316263140476188,22.243057317857144,0.0004799743462666,0.4799743462666,4.0,25.4,100
2020-05-19 19:00:00,0.0,0.0,22.499559583333333,20.559704566666667,0.0,0.0,0.0,25.6,100
2020-05-19 20:00:00,0.0,0.0,23.130025716666665,20.503182483333333,0.0,0.0,0.0,25.8,100
2020-05-19 21:00:00,0.0,0.0,23.94811077023809,21.387568289285717,0.0,0.0,0.0,25.7,100
2020-05-19 22:00:00,0.0,0.0,23.58156378333333,21.291150949999995,0.0,0.0,0.0,25.3,100
2020-05-19 23:00:00,0.0,0.0,22.89346925357143,20.42818446904762,0.0,0.0,0.0,25.0,100
2020-05-20 00:00:00,0.0,0.0,22.290050266666668,20.111283866666664,0.0,0.0,0.0,24.8,100
2020-05-20 01:00:00,0.0,0.0,22.161183444047616,19.88747781309524,0.0,0.0,0.0,24.9,100
2020-05-20 02:00:00,0.0,0.0,22.01137848333333,19.463808066666665,0.0,0.0,0.0,24.8,100
2020-05-20 03:00:00,0.0,0.0,22.012319247619047,19.45243618690476,0.0,0.0,0.0,24.7,100
2020-05-20 04:00:00,0.0,0.0,22.122256033333333,19.4709178,0.0,0.0,0.0,24.6,100
2020-05-20 05:00:00,0.0,0.0,21.846556798809523,18.907921072619047,3.684209000000001e-06,0.0036842090000000012,2.0,23.9,100
2020-05-20 06:00:00,1177.1825893015,12141.8928571275,21.80262003333333,19.76662095,0.0408867547566666,40.886754756666605,34.0,24.5,100
2020-05-20 07:00:00,6402.7839286,65241.0758935,23.197775357142856,25.18499513452381,0.2300397983809523,230.03979838095228,49.0,24.9,100
2020-05-20 08:00:00,13415.479464375,136932.58928625,25.34270525,36.64516196666667,0.4593356669999999,459.3356669999999,156.0,25.5,100
2020-05-20 09:00:00,18595.89732145,190053.18750025,27.10947146904762,44.00745019523809,0.6307187538452381,630.7187538452381,224.0,26.1,100
2020-05-20 10:00:00,23186.894196525,237273.35714,28.52478485,50.13947648333333,0.7963303183333332,796.3303183333333,191.0,26.8,100
2020-05-20 11:00:00,25946.05267875,266004.2232125,29.78217563333333,54.193612216666665,0.9001110031666666,900.1110031666666,306.0,27.7,100
2020-05-20 12:00:00,27325.8986605,280237.6294625,31.02302868690477,58.387927010714286,0.9690397647261904,969.0397647261904,218.0,28.2,100
2020-05-20 13:00:00,25460.979226,261007.75118,31.45943844242424,56.55488405757576,0.9001322504545453,900.1322504545452,158.0,27.5,100
2020-05-20 14:00:00,20010.861428425,205103.429456375,30.882159485984847,50.28281774318182,0.7061112686325757,706.1112686325757,48.0,26.8,100
2020-05-20 15:00:00,14560.74363085,149199.10773275,30.30488052954545,44.01075142878789,0.512090286810606,512.090286810606,52.0,26.5,100
2020-05-20 16:00:00,9110.625833275,93294.786009125,29.727601573106057,37.73868511439394,0.3180693049886363,318.0693049886363,12.0,26.0,100
2020-05-20 17:00:00,3660.5080357,37390.4642855,29.150322616666664,31.4666188,0.1240483231666666,124.0483231666666,5.0,25.1,100
2020-05-20 18:00:00,660.2093750015,6813.3794642525,27.77857989642857,26.925524027380952,0.0228295251312737,22.8295251312737,0.0,25.4,100
2020-05-20 19:00:00,0.0,0.0,26.233910533333333,23.54950665,0.0,0.0,0.0,25.3,100
2020-05-20 20:00:00,0.0,0.0,25.394888816666665,22.467924566666667,0.0,0.0,0.0,25.0,100
2020-05-20 21:00:00,0.0,0.0,24.73416100119048,21.87433841547619,0.0,0.0,0.0,25.1,100
2020-05-20 22:00:00,0.0,0.0,24.19025290595238,21.44324423333333,0.0,0.0,0.0,23.7,100
2020-05-20 23:00:00,832.7666666666667,8477.53888888889,24.116952987109187,22.43879961144781,0.0358217832323232,35.8217832323232,0.0,23.4,100
2020-05-21 00:00:00,1665.5333333333333,16955.07777777778,24.043653068265996,23.434354989562287,0.0716435664646464,71.6435664646464,0.0,23.4,100
2020-05-21 01:00:00,2498.3,25432.61666666667,23.9703531494228,24.42991036767677,0.1074653496969696,107.4653496969696,0.0,23.3,100
2020-05-21 02:00:00,3331.0666666666666,33910.15555555556,23.897053230579605,25.425465745791247,0.1432871329292929,143.2871329292929,0.0,23.4,100
2020-05-21 03:00:00,4163.833333333333,42387.69444444445,23.82375331173641,26.421021123905724,0.1791089161616161,179.1089161616161,0.0,23.5,100
2020-05-21 04:00:00,4996.6,50865.23333333334,23.750453392893217,27.4165765020202,0.2149306993939393,214.9306993939393,0.0,23.8,100
2020-05-21 05:00:00,5829.366666666667,59342.77222222223,23.677153474050023,28.41213188013468,0.2507524826262626,250.7524826262626,11.0,23.7,99
2020-05-21 06:00:00,6662.133333333333,67820.31111111112,23.60385355520683,29.40768725824916,0.2865742658585858,286.5742658585858,41.0,24.2,100
2020-05-21 07:00:00,7494.9,76297.85,23.530553636363635,30.40324263636364,0.3223960490909091,322.39604909090906,95.0,24.8,100
2020-05-21 08:00:00,12920.261517925,131879.82886875002,24.739467366666663,37.70216006666666,0.4432564266666666,443.2564266666666,170.0,25.4,100
2020-05-21 09:00:00,19776.097767825,202196.5133915,27.047764673809525,48.87091055357144,0.7028915417023809,702.8915417023809,289.0,26.5,100
2020-05-21 10:00:00,17933.296249625,183555.5806545,28.462233,50.964982083333325,0.6937580926666667,693.7580926666667,370.0,27.7,100
2020-05-21 11:00:00,25497.74330315,261345.745528,29.85705540714286,57.81069410833334,0.9209442712142858,920.9442712142858,306.0,27.9,100
2020-05-21 12:00:00,21382.785714625003,218951.116072,30.72383583333333,54.70842348333333,0.776878259,776.878259,344.0,28.3,100
2020-05-21 13:00:00,23835.03464285,244251.835417,31.539038739285715,55.88179280119048,0.8500099465595238,850.0099465595238,223.0,28.0,100
2020-05-21 14:00:00,18067.86830385,184863.9776805,31.86687515,50.3283804,0.6115290695,611.5290695,223.0,28.4,100
2020-05-21 15:00:00,15037.573958425,153595.61458225,32.12127010714286,47.7096035654762,0.5086676949523808,508.6676949523808,433.0,29.3,98
2020-05-21 16:00:00,7633.7669643,77729.41964175,30.945326766666668,37.849356533333335,0.2450269709,245.0269709,246.0,28.9,93
2020-05-21 17:00:00,1519.7816964325,15672.65178565,29.28367758333333,29.507903570238096,0.0472548500916666,47.2548500916666,113.0,26.6,96
2020-05-21 18:00:00,207.67723214,2150.290178575,27.549890116666667,26.0536448,0.0082264502778333,8.2264502778333,14.0,25.9,90
2020-05-21 19:00:00,0.0,0.0,26.273561976190475,24.026944217857142,0.0,0.0,0.0,25.4,92
2020-05-21 20:00:00,0.0,0.0,25.228687,22.96982275,0.0,0.0,0.0,24.9,94
2020-05-21 21:00:00,0.0,0.0,24.483799055952375,22.159342921428568,0.0,0.0,0.0,24.8,95
2020-05-21 22:00:00,0.0,0.0,24.138509666666668,21.587924216666664,0.0,0.0,0.0,24.8,95
2020-05-21 23:00:00,0.0,0.0,23.91243719404762,21.19549476309524,0.0,0.0,0.0,24.7,96
2020-05-22 00:00:00,0.0,0.0,23.62829435,21.21604153333333,0.0,0.0,0.0,24.5,97
2020-05-22 01:00:00,0.0,0.0,23.507252583333333,22.099617711904763,0.0,0.0,0.0,24.6,100
2020-05-22 02:00:00,0.0,0.0,23.42935159880952,22.314399926190475,0.0,0.0,0.0,24.7,100
2020-05-22 03:00:00,0.0,0.0,23.117065416666662,21.4549265,0.0,0.0,0.0,24.6,100
2020-05-22 04:00:00,0.0,0.0,22.972063497619047,21.38420957857143,0.0,0.0,0.0,24.5,100
2020-05-22 05:00:00,0.0,0.0,22.8479095,21.399191316666663,0.0002668267623333,0.2668267623333,4.0,24.2,100
2020-05-22 06:00:00,1534.4258928975,15809.584821225,23.095605360714284,22.636385639285717,0.0519438159054761,51.9438159054761,76.0,25.0,94
2020-05-22 07:00:00,7574.01517855,77194.209822,24.11722005,29.693450783333333,0.2728330159666666,272.8330159666666,189.0,26.1,100
2020-05-22 08:00:00,8745.7433035,89159.94970225,25.20296444761905,34.49204114404762,0.3017450119523809,301.7450119523809,368.0,27.7,74
2020-05-22 09:00:00,12165.643125025,124128.29732175,26.6157024,38.09819853333333,0.3933977091666666,393.39770916666663,637.0,29.5,97
2020-05-22 10:00:00,16376.926339225,167473.47321175,27.921672322619045,43.117950545238095,0.5765076142380952,576.5076142380951,626.0,31.4,69
2020-05-22 11:00:00,22024.643392375,225595.53601,29.524861666666663,51.96473235,0.8021581256666666,802.1581256666666,604.0,32.3,76
2020-05-22 12:00:00,23474.306250125,240477.205358,30.97700109523809,57.60786207380953,0.8808289983690476,880.8289983690476,697.0,32.9,29
2020-05-22 13:00:00,22485.00074445,230033.28423325,31.67726688333333,56.1729512,0.787116728,787.116728,727.0,33.1,4
2020-05-22 14:00:00,21292.280356625,217947.15625175,32.286646835714286,54.683532088095234,0.7392159658571429,739.2159658571429,697.0,32.7,1
2020-05-22 15:00:00,13405.663392925,136862.18749975,32.47474150833334,48.41206835119048,0.4652432358452381,465.2432358452381,537.0,32.1,1
2020-05-22 16:00:00,5463.324553625,55670.5714295,30.5371908,36.172486766666665,0.1776749914999999,177.67499149999992,339.0,31.1,1
2020-05-22 17:00:00,2206.550000045,22655.46875015,29.199906978571427,30.77111201904762,0.0724919405928571,72.4919405928571,145.0,29.9,2
2020-05-22 18:00:00,209.00446428825,2164.2008928725,28.147688216666666,27.059440116666664,0.0083566464857666,8.3566464857666,18.0,28.7,3
2020-05-22 19:00:00,0.0,0.0,27.256123366666664,25.642492216666664,0.0,0.0,0.0,28.2,6
2020-05-22 20:00:00,0.0,0.0,26.699791504761905,24.99967506428571,0.0,0.0,0.0,27.7,11
2020-05-22 21:00:00,0.0,0.0,26.03650515,25.042627433333337,0.0,0.0,0.0,27.2,12
2020-05-22 22:00:00,0.0,0.0,23.57489425357143,22.621067716666666,0.0,0.0,0.0,27.1,17
2020-05-22 23:00:00,0.0,0.0,21.79315135,20.4367803,0.0,0.0,0.0,26.9,31
2020-05-23 00:00:00,0.0,0.0,21.655995233333336,20.53416766904762,0.0,0.0,0.0,26.9,37
2020-05-23 01:00:00,0.0,0.0,21.533191416666668,20.373434383333333,0.0,0.0,0.0,27.0,43
2020-05-23 02:00:00,0.0,0.0,21.81350747619048,20.54169314047619,0.0,0.0,0.0,26.9,90
2020-05-23 03:00:00,0.0,0.0,21.943901016666665,20.74042658333333,0.0,0.0,0.0,27.0,51
2020-05-23 04:00:00,0.0,0.0,22.073265483333333,21.11820960952381,0.0,0.0,0.0,26.8,36
2020-05-23 05:00:00,0.0,0.0,21.92008673333333,21.012809266666665,0.0,0.0,10.0,27.5,29
2020-05-23 06:00:00,1419.49333332,14655.7000001,22.344629916666666,22.08666241666667,0.0454442841666666,45.4442841666666,106.0,28.6,37
2020-05-23 07:00:00,5404.625446525,55093.129464975005,22.96647359642857,26.694234520238098,0.1786167060428571,178.6167060428571,251.0,29.9,60
2020-05-23 08:00:00,14317.512500025,146172.9910715,25.19488993333333,39.68144375,0.4944355264999999,494.43552649999987,391.0,31.0,64
2020-05-23 09:00:00,18474.21607135,188845.16071225,27.368390041666668,46.074149996428574,0.6512008897500001,651.2008897500001,533.0,31.7,58
2020-05-23 10:00:00,19569.261160825,200174.94642825,28.205914766666663,48.53599695,0.6851064511666667,685.1064511666667,679.0,32.4,72
2020-05-23 11:00:00,26037.875892625,266946.08481425,29.71130791547619,57.35751971428572,0.9394699098928572,939.4699098928571,782.0,33.1,76
2020-05-23 12:00:00,25121.8383922,257417.16518275,31.02895253333333,61.49207671666666,0.9243867435,924.3867435000001,761.0,33.1,95
2020-05-23 13:00:00,25208.1526785,258336.611615,32.14111893333333,58.82610426666668,0.9026499993333332,902.6499993333332,582.0,32.4,89
2020-05-23 14:00:00,17793.86473235,181874.62946125,32.77395768095238,53.2906561797619,0.6069630438690476,606.9630438690476,611.0,32.4,22
2020-05-23 15:00:00,16103.974107125,164504.035714,32.92367098333334,47.9977376,0.5139724243333333,513.9724243333334,516.0,32.1,19
2020-05-23 16:00:00,11821.058482225,120579.47321425,32.53408778452381,45.21551344523809,0.4057750891666666,405.7750891666666,326.0,31.1,23
2020-05-23 17:00:00,5242.64999995,53440.52678475,30.469380116666667,34.91620233333333,0.1779255627333333,177.9255627333333,139.0,30.1,14
2020-05-23 18:00:00,1021.16919644725,10505.616071415,28.780811283333332,29.0618039202381,0.0347994794821023,34.7994794821023,19.0,29.2,4
2020-05-23 19:00:00,0.0,0.0,27.485154666666663,25.809593166666662,0.0,0.0,0.0,28.4,6
2020-05-23 20:00:00,0.0,0.0,26.647221166666668,24.925855791666667,0.0,0.0,0.0,28.0,17
2020-05-23 21:00:00,0.0,0.0,26.12653675555556,23.9688158,0.0,0.0,0.0,27.8,23
2020-05-23 22:00:00,0.0,0.0,25.5640054,23.31633143333333,0.0,0.0,0.0,27.8,36
2020-05-23 23:00:00,0.0,0.0,24.94009587380953,22.538089322619047,0.0,0.0,0.0,27.9,38
2020-05-24 00:00:00,0.0,0.0,24.45264805833333,21.83904987619048,0.0,0.0,0.0,27.9,37
2020-05-24 01:00:00,0.0,0.0,24.30246935,22.17072536071429,0.0,0.0,0.0,27.9,37
2020-05-24 02:00:00,0.0,0.0,24.41916505,22.345417716666667,0.0,0.0,0.0,27.6,33
2020-05-24 03:00:00,0.0,0.0,23.98014059047619,21.35209923214286,0.0,0.0,0.0,27.6,35
2020-05-24 04:00:00,0.0,0.0,23.8138509,21.240207416666667,0.0,0.0,0.0,27.6,30
